,simulation_name,method_name,step_size,tolerance,total_iteration,simulation_time,computation_time
283,cnn_hole_fill_2,rkhm_system_method,0.75,1.0,10,7.452483562822522,1.4986822605133057
284,cnn_hole_fill_2,rkhm_system_method,1.0,1.0,11,9.950077779609463,1.51609206199646
285,cnn_hole_fill_2,rkhm_system_method,1.25,1.0,11,8.936695565156603,1.575319766998291
286,cnn_hole_fill_2,rkhm_system_method,1.5,1.0,10,7.417078062597807,1.6008436679840088
287,cnn_hole_fill_2,rkhm_system_method,1.75,1.0,16,21.91457685573934,2.5059151649475098
288,cnn_hole_fill_2,rkhm_system_method,2.0,1.0,11,9.96633271538436,1.6183230876922607
289,cnn_hole_fill_2,rkhm_system_method,2.25,1.0,11,9.3581307279698,1.6689016819000244
290,cnn_hole_fill_2,rkhm_system_method,0.1,0.75,19,25.672311189967125,2.376741409301758
291,cnn_hole_fill_2,rkhm_system_method,0.25,0.75,12,8.007802720449194,1.5432085990905762
292,cnn_hole_fill_2,rkhm_system_method,0.5,0.75,11,7.449390174485303,1.42173433303833
293,cnn_hole_fill_2,rkhm_system_method,0.75,0.75,11,7.4080083893058735,1.4858531951904297
294,cnn_hole_fill_2,rkhm_system_method,1.0,0.75,11,7.644621737955408,1.4512085914611816
295,cnn_hole_fill_2,rkhm_system_method,1.25,0.75,11,7.882019893631705,1.4147179126739502
296,cnn_hole_fill_2,rkhm_system_method,1.5,0.75,11,7.629473480763455,1.8224749565124512
297,cnn_hole_fill_2,rkhm_system_method,1.75,0.75,11,7.439729406148988,1.6792831420898438
298,cnn_hole_fill_2,rkhm_system_method,2.0,0.75,11,7.54950482882783,1.8326067924499512
299,cnn_hole_fill_2,rkhm_system_method,2.25,0.75,11,7.90882496844614,1.605024814605713
300,cnn_hole_fill_2,rkhm_system_method,0.1,0.5,14,7.994977261704781,1.834522008895874
301,cnn_hole_fill_2,rkhm_system_method,0.25,0.5,13,7.809840291227808,1.588666915893555
302,cnn_hole_fill_2,rkhm_system_method,0.5,0.5,12,6.817093091273375,1.7916157245635986
303,cnn_hole_fill_2,rkhm_system_method,0.75,0.5,13,9.13565208062776,1.6912500858306885
304,cnn_hole_fill_2,rkhm_system_method,1.0,0.5,12,6.834042964514449,1.8887975215911863
305,cnn_hole_fill_2,rkhm_system_method,1.25,0.5,12,6.995415908341318,1.996196985244751
306,cnn_hole_fill_2,rkhm_system_method,1.5,0.5,13,8.976678282663029,1.878682374954224
307,cnn_hole_fill_2,rkhm_system_method,1.75,0.5,13,9.076704294598892,1.9661438465118408
308,cnn_hole_fill_2,rkhm_system_method,2.0,0.5,12,6.709042076733248,1.6275501251220703
309,cnn_hole_fill_2,rkhm_system_method,2.25,0.5,12,7.013967316220819,1.6874597072601318
310,cnn_hole_fill_2,rkhm_system_method,0.1,0.25,16,7.128247785030181,1.944231986999512
311,cnn_hole_fill_2,rkhm_system_method,0.25,0.25,15,7.035658043281045,1.813069105148316
312,cnn_hole_fill_2,rkhm_system_method,0.5,0.25,15,7.552615075147193,1.948267936706543
313,cnn_hole_fill_2,rkhm_system_method,0.75,0.25,15,7.267024540219553,2.066145896911621
314,cnn_hole_fill_2,rkhm_system_method,1.0,0.25,15,7.383815508602664,2.2231645584106445
315,cnn_hole_fill_2,rkhm_system_method,1.25,0.25,15,7.50581359604287,2.0551130771636963
316,cnn_hole_fill_2,rkhm_system_method,1.5,0.25,15,7.159855874395373,2.142209053039551
317,cnn_hole_fill_2,rkhm_system_method,1.75,0.25,15,7.189598169001672,2.29840350151062
318,cnn_hole_fill_2,rkhm_system_method,2.0,0.25,15,7.233599529694114,2.2808427810668945
319,cnn_hole_fill_2,rkhm_system_method,2.25,0.25,15,7.519555776136689,2.231593132019043
320,cnn_hole_fill_2,rkhm_system_method,0.1,0.1,20,6.738345875868714,2.400115728378296
321,cnn_hole_fill_2,rkhm_system_method,0.25,0.1,19,7.085923154051514,2.583403825759888
322,cnn_hole_fill_2,rkhm_system_method,0.5,0.1,19,7.08457646813484,2.628626108169556
323,cnn_hole_fill_2,rkhm_system_method,0.75,0.1,19,7.119505539199349,2.4745116233825684
324,cnn_hole_fill_2,rkhm_system_method,1.0,0.1,19,7.168701205043359,2.7612693309783936
325,cnn_hole_fill_2,rkhm_system_method,1.25,0.1,19,7.218496747494133,2.80762243270874
326,cnn_hole_fill_2,rkhm_system_method,1.5,0.1,19,7.271891169039956,2.552674531936645
327,cnn_hole_fill_2,rkhm_system_method,1.75,0.1,19,7.0826095201587895,2.757081985473633
328,cnn_hole_fill_2,rkhm_system_method,2.0,0.1,19,7.088760680321654,2.545307874679565
329,cnn_hole_fill_2,rkhm_system_method,2.25,0.1,19,7.2243588663537075,2.694633722305298
330,cnn_hole_fill_2,rkhm_system_method,0.1,0.075,22,6.956982508850555,2.89836049079895
331,cnn_hole_fill_2,rkhm_system_method,0.25,0.075,20,6.688491686116621,2.6294994354248047
332,cnn_hole_fill_2,rkhm_system_method,0.5,0.075,20,6.685695206346126,2.752461194992065
333,cnn_hole_fill_2,rkhm_system_method,0.75,0.075,20,6.696814383099082,2.830251932144165
334,cnn_hole_fill_2,rkhm_system_method,1.0,0.075,20,6.722898560810102,2.5806233882904053
335,cnn_hole_fill_2,rkhm_system_method,1.25,0.075,20,6.757707403136094,2.7205793857574463
336,cnn_hole_fill_2,rkhm_system_method,1.5,0.075,20,6.794682451736748,2.763396739959717
337,cnn_hole_fill_2,rkhm_system_method,1.75,0.075,20,6.837113275795168,2.7673468589782715
338,cnn_hole_fill_2,rkhm_system_method,2.0,0.075,20,6.68572700172496,2.8556065559387207
339,cnn_hole_fill_2,rkhm_system_method,2.25,0.075,20,6.761959742166577,2.730809450149536
340,cnn_hole_fill_2,rkhm_system_method,0.1,0.05,28,7.110667853222814,3.478038787841797
341,cnn_hole_fill_2,rkhm_system_method,0.25,0.05,22,6.83109698183663,2.843578338623047
342,cnn_hole_fill_2,rkhm_system_method,0.5,0.05,22,6.826611003469038,2.9929728507995605
343,cnn_hole_fill_2,rkhm_system_method,0.75,0.05,22,6.833400909165234,2.927011489868164
344,cnn_hole_fill_2,rkhm_system_method,1.0,0.05,22,6.801088685544236,3.0634925365448
345,cnn_hole_fill_2,rkhm_system_method,1.25,0.05,22,6.792242944397793,2.929110527038574
346,cnn_hole_fill_2,rkhm_system_method,1.5,0.05,22,6.809064574657638,3.0555901527404785
347,cnn_hole_fill_2,rkhm_system_method,1.75,0.05,22,6.843378743458237,2.9756760597229004
348,cnn_hole_fill_2,rkhm_system_method,2.0,0.05,22,6.9050498889789145,2.9801337718963623
349,cnn_hole_fill_2,rkhm_system_method,2.25,0.05,22,6.7929637549511765,3.1934289932250977
350,cnn_hole_fill_2,rkhm_system_method,0.1,0.025,72,6.960621121899343,9.379083395004272
351,cnn_hole_fill_2,rkhm_system_method,0.25,0.025,26,7.030023235538059,3.628150463104248
352,cnn_hole_fill_2,rkhm_system_method,0.5,0.025,25,6.4998495543686765,3.2350549697875977
353,cnn_hole_fill_2,rkhm_system_method,0.75,0.025,26,6.9347320367187,3.4243321418762207
354,cnn_hole_fill_2,rkhm_system_method,1.0,0.025,26,6.736146209723521,3.8125386238098153
355,cnn_hole_fill_2,rkhm_system_method,1.25,0.025,26,7.031879556213829,3.564622402191162
356,cnn_hole_fill_2,rkhm_system_method,1.5,0.025,26,7.07118145008449,3.647691249847412
357,cnn_hole_fill_2,rkhm_system_method,1.75,0.025,26,7.12452866274916,3.930246591567993
358,cnn_hole_fill_2,rkhm_system_method,2.0,0.025,26,6.9889571740362095,3.680593013763428
359,cnn_hole_fill_2,rkhm_system_method,2.25,0.025,26,7.143979634771043,3.6714870929718018
360,cnn_hole_fill_2,rkhm_system_method,0.1,0.01,190,7.03981749742381,25.454412937164307
361,cnn_hole_fill_2,rkhm_system_method,0.25,0.01,190,6.681608244946061,26.83024263381958
362,cnn_hole_fill_2,rkhm_system_method,0.5,0.01,189,6.593742376752402,26.066362380981445
363,cnn_hole_fill_2,rkhm_system_method,0.75,0.01,165,6.683454208141203,22.543760299682617
364,cnn_hole_fill_2,rkhm_system_method,1.0,0.01,190,6.673999423763129,25.583792209625244
365,cnn_hole_fill_2,rkhm_system_method,1.25,0.01,190,6.6903764593835895,25.67480421066284
366,cnn_hole_fill_2,rkhm_system_method,1.5,0.01,190,6.69859177667033,25.82366156578064
367,cnn_hole_fill_2,rkhm_system_method,1.75,0.01,190,6.66743874917677,25.78435158729553
368,cnn_hole_fill_2,rkhm_system_method,2.0,0.01,190,6.6825651015484056,25.118329524993896
369,cnn_hole_fill_2,rkhm_system_method,2.25,0.01,190,6.695995869174347,26.104538917541504
370,cnn_hole_fill_2,rkhem_system_method,0.1,0.5,19,30.0,3.013594388961792
371,cnn_hole_fill_2,rkhem_system_method,0.25,0.5,17,30.0,2.6439802646636963
372,cnn_hole_fill_2,rkhem_system_method,0.5,0.5,15,30.0,2.381601333618164
373,cnn_hole_fill_2,rkhem_system_method,0.75,0.5,14,30.0,2.26769495010376
374,cnn_hole_fill_2,rkhem_system_method,1.0,0.5,14,30.0,2.055849552154541
375,cnn_hole_fill_2,rkhem_system_method,1.25,0.5,13,30.0,2.10800838470459
376,cnn_hole_fill_2,rkhem_system_method,1.5,0.5,13,30.0,1.8261818885803225
377,cnn_hole_fill_2,rkhem_system_method,1.75,0.5,13,30.0,1.9484038352966309
378,cnn_hole_fill_2,rkhem_system_method,2.0,0.5,13,30.0,2.0244691371917725
379,cnn_hole_fill_2,rkhem_system_method,2.25,0.5,13,30.0,1.964315414428711
380,cnn_hole_fill_2,rkhem_system_method,0.1,0.1,29,30.0,4.060452461242676
381,cnn_hole_fill_2,rkhem_system_method,0.25,0.1,26,30.0,3.7514004707336426
382,cnn_hole_fill_2,rkhem_system_method,0.5,0.1,27,30.0,3.914918184280396
383,cnn_hole_fill_2,rkhem_system_method,0.75,0.1,26,30.0,3.9739444255828857
384,cnn_hole_fill_2,rkhem_system_method,1.0,0.1,27,30.0,4.618172645568848
385,cnn_hole_fill_2,rkhem_system_method,1.25,0.1,26,30.0,4.147120952606201
386,cnn_hole_fill_2,rkhem_system_method,1.5,0.1,26,30.0,4.106011152267456
387,cnn_hole_fill_2,rkhem_system_method,1.75,0.1,27,30.0,4.554765701293945
388,cnn_hole_fill_2,rkhem_system_method,2.0,0.1,19,7.279760290717236,3.2672481536865234
389,cnn_hole_fill_2,rkhem_system_method,2.25,0.1,26,30.0,4.919919729232788
390,cnn_hole_fill_2,rkhem_system_method,0.1,0.05,33,7.408435031991585,4.373687744140625
391,cnn_hole_fill_2,rkhem_system_method,0.25,0.05,33,7.976394940747813,4.814318656921387
392,cnn_hole_fill_2,rkhem_system_method,0.5,0.05,33,8.946957194477275,4.68433690071106
393,cnn_hole_fill_2,rkhem_system_method,0.75,0.05,33,7.7511715230533,4.934815406799316
394,cnn_hole_fill_2,rkhem_system_method,1.0,0.05,32,6.586215108407906,4.643544912338257
395,cnn_hole_fill_2,rkhem_system_method,1.25,0.05,33,7.166150930511427,4.789490461349487
396,cnn_hole_fill_2,rkhem_system_method,1.5,0.05,33,7.688334609067294,5.072368621826172
397,cnn_hole_fill_2,rkhem_system_method,1.75,0.05,33,8.198298088134276,5.179754495620728
398,cnn_hole_fill_2,rkhem_system_method,2.0,0.05,33,8.700478987568786,5.1315741539001465
399,cnn_hole_fill_2,rkhem_system_method,2.25,0.05,32,6.685148154484457,4.896405458450317
400,cnn_hole_fill_2,rkhem_system_method,0.1,0.01,135,6.687866381426566,18.196049213409424
401,cnn_hole_fill_2,rkhem_system_method,0.25,0.01,136,6.869960482259964,18.952585697174072
402,cnn_hole_fill_2,rkhem_system_method,0.5,0.01,135,6.570361567217303,18.316468000411987
403,cnn_hole_fill_2,rkhem_system_method,0.75,0.01,136,6.93532861651466,18.769418716430664
404,cnn_hole_fill_2,rkhem_system_method,1.0,0.01,136,7.197287442884827,19.24906754493713
405,cnn_hole_fill_2,rkhem_system_method,1.25,0.01,136,7.437762452172062,19.514524936676025
406,cnn_hole_fill_2,rkhem_system_method,1.5,0.01,135,6.555763539686399,18.978877305984497
407,cnn_hole_fill_2,rkhem_system_method,1.75,0.01,135,6.692353448553654,18.620704174041748
408,cnn_hole_fill_2,rkhem_system_method,2.0,0.01,135,6.813926213773433,18.86092090606689
409,cnn_hole_fill_2,rkhem_system_method,2.25,0.01,136,6.869795279013168,19.403353929519653
410,cnn_hole_fill_2,rkhem_system_method,0.1,0.005,260,6.801021982073769,35.872596740722656
411,cnn_hole_fill_2,rkhem_system_method,0.25,0.005,260,6.755420359459471,34.81357192993164
412,cnn_hole_fill_2,rkhem_system_method,0.5,0.005,261,7.205384257160113,35.31172013282776
413,cnn_hole_fill_2,rkhem_system_method,0.75,0.005,260,6.6774260519726525,35.29484534263611
414,cnn_hole_fill_2,rkhem_system_method,1.0,0.005,260,6.858624385852998,35.4968364238739
415,cnn_hole_fill_2,rkhem_system_method,1.25,0.005,261,6.98131896867171,35.90026640892029
416,cnn_hole_fill_2,rkhem_system_method,1.5,0.005,261,7.083023489702525,35.93167352676392
417,cnn_hole_fill_2,rkhem_system_method,1.75,0.005,261,7.168164021911957,35.58285593986511
418,cnn_hole_fill_2,rkhem_system_method,2.0,0.005,260,6.488369745994992,35.13190054893494
419,cnn_hole_fill_2,rkhem_system_method,2.25,0.005,260,6.5389786963382015,35.2958824634552
